접수연도,자치구코드,자치구명,법정동코드,법정동명,지번구분,지번구분명,본번,부번,건물명,계약일,물건금액(만원),건물면적(㎡),층,건축년도,건물용도,계약년도,계약월,면적당매매가,평당매매가,거래량,주소,위도,경도
2014,11215,광진구,10400,광장동,1,대지,577,0,현대파크빌,2014-01-14,51000,59.55,14.0,2000.0,아파트,2014,1,856.42,259.07,1,광진구 광장동 577,37.5441452,127.1015274
2011,11680,강남구,11000,압구정동,1,대지,456,0,"현대6차(78~81,83,84,86,87동)",2011-11-14,230000,157.36,13.0,1978.0,아파트,2011,11,1461.62,442.14,1,강남구 압구정동 456,37.5299336,127.0289047
2014,11680,강남구,11800,도곡동,1,대지,162,4,울트라멤버스,2014-09-04,80000,136.04,1.0,2003.0,아파트,2014,9,588.06,177.89,1,강남구 도곡동 162-4,37.4877182,127.0467714
2014,11740,강동구,10900,천호동,1,대지,33,7,천호KNP아파트,2014-08-16,34700,84.84,5.0,2004.0,아파트,2014,8,409.01,123.72,1,강동구 천호동 33-7,37.5477394,127.1415482
2011,11440,마포구,10200,공덕동,1,대지,463,0,마포현대하이엘,2011-01-11,18800,31.38,15.0,2005.0,오피스텔,2011,1,599.11,181.23,1,마포구 공덕동 463,37.5498132,126.954399
2011,11740,강동구,11000,강일동,1,대지,686,0,강일리버파크7단지,2010-12-24,37310,84.53,14.0,2009.0,아파트,2010,12,441.38,133.52,1,강동구 강일동 686,37.5647682,127.1789807
2014,11560,영등포구,12000,문래동2가,1,대지,35,0,남성,2014-11-25,27500,58.52,5.0,1983.0,아파트,2014,11,469.92,142.15,1,영등포구 문래동2가 35,37.5125877,126.8916007
2019,11260,중랑구,10200,상봉동,1,대지,104,31,현대아트빌,2019-05-30,24500,65.69,5.0,2006.0,연립다세대,2019,5,372.96,112.82,1,중랑구 상봉동 104-31,37.5948708,127.0871905
2016,11350,노원구,10500,상계동,1,대지,670,0,상계주공9(고층),2015-12-03,19500,45.9,9.0,1988.0,아파트,2015,12,424.84,128.51,1,노원구 상계동 670,37.663056,127.0600315
2021,11320,도봉구,10700,창동,1,대지,603,17,경희빌라,2020-12-21,12000,38.87,1.0,1993.0,연립다세대,2020,12,308.72,93.39,1,도봉구 창동 603-17,37.6418396,127.0394564
2022,11710,송파구,10800,문정동,1,대지,60,10,송원빌라,2022-03-19,16500,23.17,1.0,1995.0,연립다세대,2022,3,712.13,215.42,1,송파구 문정동 60-10,37.4852947,127.1241699
2016,11260,중랑구,10100,면목동,1,대지,1501,0,두산6,2016-05-17,34800,84.94,5.0,1993.0,아파트,2016,5,409.7,123.93,1,중랑구 면목동 1501,37.5775602,127.0806199
2020,11710,송파구,10900,장지동,1,대지,879,0,위례22단지(비발디),2020-05-30,83000,51.77,4.0,2013.0,아파트,2020,5,1603.25,484.98,1,송파구 장지동 879,37.479192,127.1401365
2014,11320,도봉구,10600,방학동,1,대지,737,0,우방연립,2014-08-10,16600,60.0,4.0,1998.0,연립다세대,2014,8,276.67,83.69,1,도봉구 방학동 737,37.6695329,127.0305696
2022,11590,동작구,10700,사당동,1,대지,183,10,예성휴캐슬(183-10),2022-11-26,26000,28.62,4.0,2013.0,연립다세대,2022,11,908.46,274.81,1,동작구 사당동 183-10,37.4903527,126.9642366
2015,11560,영등포구,13300,대림동,1,대지,946,1,대림현대,2015-04-25,28380,59.76,6.0,1999.0,아파트,2015,4,474.9,143.66,1,영등포구 대림동 946-1,37.4930259,126.9081762
2015,11380,은평구,10700,응암동,1,대지,759,0,백련산힐스테이트1차,2015-09-04,47500,84.37,10.0,2011.0,아파트,2015,9,563.0,170.31,1,은평구 응암동 759,37.5924134,126.9252267
2017,11590,동작구,10200,상도동,1,대지,458,0,상도갑을명가1차,2017-07-09,42000,84.72,9.0,2006.0,아파트,2017,7,495.75,149.96,1,동작구 상도동 458,37.4935767,126.9341756
2015,11440,마포구,11700,신정동,1,대지,30,0,서강GS,2015-10-05,50000,84.97,2.0,1999.0,아파트,2015,10,588.44,178.0,1,마포구 신정동 30,37.5439767,126.9310986
2022,11680,강남구,11200,자곡동,1,대지,662,0,강남 지웰홈스,2022-05-21,23800,29.87,3.0,2014.0,오피스텔,2022,5,796.79,241.03,1,강남구 자곡동 662,37.4742782,127.1054022
2012,11500,강서구,10300,화곡동,1,대지,166,27,가람아트빌라,2012-02-24,11000,46.87,2.0,1991.0,연립다세대,2012,2,234.69,70.99,1,강서구 화곡동 166-27,37.5358302,126.8523114
2012,11290,성북구,13400,길음동,1,대지,1280,0,길음뉴타운2단지푸르지오,2012-04-14,29000,59.99,14.0,2005.0,아파트,2012,4,483.41,146.23,1,성북구 길음동 1280,37.6117871,127.0161458
2020,11380,은평구,10800,역촌동,1,대지,77,8,삼우주택,2020-08-20,18500,64.14,2.0,1987.0,연립다세대,2020,8,288.43,87.25,1,은평구 역촌동 77-8,37.6022369,126.9085532
2016,11440,마포구,12200,합정동,1,대지,458,5,국진빌라,2016-07-23,28000,42.31,3.0,1986.0,연립다세대,2016,7,661.78,200.19,1,마포구 합정동 458-5,37.5497056,126.9054072
2016,11350,노원구,10500,상계동,1,대지,740,0,상계주공2(저층),2016-01-04,18800,46.04,1.0,1987.0,아파트,2016,1,408.34,123.52,1,노원구 상계동 740,37.6497536,127.058518
2015,11680,강남구,11800,도곡동,1,대지,953,1,SK허브프리모,2015-05-23,51300,69.18,17.0,2006.0,아파트,2015,5,741.54,224.32,1,강남구 도곡동 953-1,37.4853089,127.0344036
2011,11740,강동구,10500,길동,1,대지,400,0,길동우성,2011-01-24,20900,40.36,4.0,1994.0,아파트,2011,1,517.84,156.65,1,강동구 길동 400,37.5371636,127.1441792
2022,11590,동작구,10800,대방동,1,대지,522,0,보라매센트럴타운,2022-06-08,27000,16.9,11.0,2021.0,아파트,2022,6,1597.63,483.28,1,동작구 대방동 522,37.5046563,126.9226396
2020,11470,양천구,10200,목동,1,대지,539,4,목동효성,2020-06-22,80500,111.33,11.0,2003.0,아파트,2020,6,723.08,218.73,1,양천구 목동 539-4,37.5439761,126.8763314
2022,11500,강서구,10300,화곡동,1,대지,818,7,LK드림빌,2022-03-30,28900,29.69,5.0,2022.0,연립다세대,2022,3,973.39,294.45,1,강서구 화곡동 818-7,37.53555720000001,126.8583135
2017,11200,성동구,11400,성수동1가,1,대지,547,1,트리마제,2017-06-02,133480,84.81,6.0,0.0,아파트,2017,6,1573.87,476.1,1,성동구 성수동1가 547-1,37.5436099,127.0428194
2016,11440,마포구,10300,신공덕동,1,대지,172,0,펜트라우스,2016-10-05,72232,115.04,17.0,2011.0,아파트,2016,10,627.89,189.94,1,마포구 신공덕동 172,37.5433915,126.9541081
2018,11140,중구,16500,황학동,1,대지,19,0,주건축물제1동,2018-10-19,15000,21.32,2.0,,오피스텔,2018,10,703.56,212.83,1,중구 황학동 19,37.570152,127.0185298
2011,11620,관악구,10100,봉천동,1,대지,1706,0,봉천우성,2011-03-21,39500,84.96,4.0,2000.0,아파트,2011,3,464.92,140.64,1,관악구 봉천동 1706,37.4849777,126.9595277
2011,11710,송파구,10300,풍납동,1,대지,511,0,송파현대힐스테이트,2011-08-24,45500,59.98,12.0,2006.0,아파트,2011,8,758.59,229.47,1,송파구 풍납동 511,37.5310247,127.1185335
2014,11350,노원구,10500,상계동,1,대지,1276,0,청암2단지,2014-09-20,20000,49.77,9.0,2001.0,아파트,2014,9,401.85,121.56,1,노원구 상계동 1276,37.6631536,127.0785681
2022,11500,강서구,10100,염창동,1,대지,283,2,팔레시움,2022-09-16,11400,18.14,2.0,2012.0,오피스텔,2022,9,628.45,190.1,1,강서구 염창동 283-2,37.5478067,126.8775017
2021,11530,구로구,10200,구로동,1,대지,1281,0,한일유앤아이,2021-08-17,76000,84.96,16.0,2006.0,아파트,2021,8,894.54,270.6,1,구로구 구로동 1281,37.4864733,126.8760531
2022,11215,광진구,10100,중곡동,1,대지,239,9,인화빌3,2022-06-16,40050,40.01,2.0,2022.0,연립다세대,2022,6,1001.0,302.8,1,광진구 중곡동 239-9,37.5641054,127.0789244
2016,11320,도봉구,10700,창동,1,대지,38,0,주공17단지,2016-05-20,14000,36.16,1.0,1989.0,아파트,2016,5,387.17,117.12,1,도봉구 창동 38,37.6442061,127.0533829
2018,11470,양천구,10300,신월동,1,대지,438,4,그린아트빌,2018-02-12,24000,79.46,2.0,2006.0,아파트,2018,2,302.04,91.37,1,양천구 신월동 438-4,37.5215688,126.8380657
2014,11500,강서구,10400,가양동,1,대지,1460,0,한강타운,2014-10-01,37300,84.99,9.0,1993.0,아파트,2014,10,438.88,132.76,1,강서구 가양동 1460,37.5713845,126.8449875
2022,11545,금천구,10200,독산동,1,대지,333,14,SHIN YOUNG,2022-06-08,25400,26.91,10.0,2022.0,오피스텔,2022,6,943.89,285.53,1,금천구 독산동 333-14,37.4694539,126.8910001
2013,11230,동대문구,11000,이문동,1,대지,311,0,래미안이문2차,2013-01-25,32700,59.79,15.0,2004.0,아파트,2013,1,546.91,165.44,1,동대문구 이문동 311,37.5935187,127.0601161
2014,11620,관악구,10100,봉천동,1,대지,1712,0,관악드림(동아),2014-05-13,44500,102.0,17.0,2003.0,아파트,2014,5,436.27,131.97,1,관악구 봉천동 1712,37.4897675,126.95062
2013,11470,양천구,10300,신월동,1,대지,481,9,대신,2013-10-30,21400,83.16,5.0,2003.0,아파트,2013,10,257.34,77.84,1,양천구 신월동 481-9,37.5244539,126.845508
2015,11500,강서구,10300,화곡동,1,대지,95,53,대은연립,2015-06-11,17200,59.9,2.0,1998.0,연립다세대,2015,6,287.15,86.86,1,강서구 화곡동 95-53,37.5457277,126.8443579
2022,11545,금천구,10200,독산동,1,대지,335,10,한별 #4,2022-06-30,45700,50.85,7.0,2022.0,오피스텔,2022,6,898.72,271.86,1,금천구 독산동 335-10,37.4707689,126.8898234
2016,11200,성동구,11300,옥수동,1,대지,250,0,삼성,2016-08-03,52500,59.7,20.0,1999.0,아파트,2016,8,879.4,266.02,1,성동구 옥수동 250,37.54236179999999,127.014038
2015,11680,강남구,10800,논현동,1,대지,13,20,T3HOUSE,2015-09-02,18400,14.13,3.0,2015.0,연립다세대,2015,9,1302.19,393.91,1,강남구 논현동 13-20,37.5163075,127.0231729
2018,11500,강서구,10300,화곡동,1,대지,56,74,까치빌라(56-74),2018-08-23,12000,36.54,1.0,1991.0,연립다세대,2018,8,328.41,99.34,1,강서구 화곡동 56-74,37.5407316,126.8514551
2011,11230,동대문구,11000,이문동,1,대지,255,182,이문동오피스텔,2011-11-23,9500,21.6,3.0,2006.0,오피스텔,2011,11,439.81,133.04,1,동대문구 이문동 255-182,37.6004329,127.0622602
2017,11440,마포구,12300,망원동,1,대지,519,0,대명이튼캐슬,2017-05-25,27500,24.33,5.0,2017.0,연립다세대,2017,5,1130.29,341.91,1,마포구 망원동 519,37.55482569999999,126.9089922
2017,11530,구로구,10700,개봉동,1,대지,470,0,삼환,2017-05-03,29500,59.4,18.0,1995.0,아파트,2017,5,496.63,150.23,1,구로구 개봉동 470,37.4947557,126.8544515
2018,11320,도봉구,10500,쌍문동,1,대지,639,1,한영,2018-01-26,15400,83.06,3.0,2002.0,아파트,2018,1,185.41,56.09,1,도봉구 쌍문동 639-1,37.6567492,127.0380307
2012,11200,성동구,11300,옥수동,1,대지,500,0,래미안옥수리버젠,2012-10-12,42000,59.25,4.0,0.0,아파트,2012,10,708.86,214.43,1,성동구 옥수동 500,37.5438285,127.013956
2017,11410,서대문구,11700,연희동,1,대지,699,0,오성빌라연립주택,2017-08-15,33200,68.76,1.0,1992.0,연립다세대,2017,8,482.84,146.06,1,서대문구 연희동 699,37.575399,126.9376358
2022,11620,관악구,10200,신림동,1,대지,1421,1,신림큐브,2022-01-14,11000,16.46,4.0,2015.0,오피스텔,2022,1,668.29,202.16,1,관악구 신림동 1421-1,37.4855856,126.9320544
2021,11470,양천구,10300,신월동,1,대지,9,3,수명산시그니처,2021-04-20,31800,55.56,2.0,2019.0,연립다세대,2021,4,572.35,173.14,1,양천구 신월동 9-3,37.5423841,126.8286681
2020,11320,도봉구,10700,창동,1,대지,665,21,중흥에스클래스,2020-01-09,58400,164.51,7.0,2001.0,아파트,2020,1,354.99,107.39,1,도봉구 창동 665-21,37.6480456,127.0389619
2011,11320,도봉구,10600,방학동,1,대지,720,1,대상타운현대아파트,2011-10-31,89000,164.15,3.0,2001.0,아파트,2011,10,542.19,164.01,1,도봉구 방학동 720-1,37.6650769,127.0481468
2015,11305,강북구,10100,미아동,1,대지,198,36,그린힐빌라트,2015-04-29,48000,148.54,5.0,1995.0,아파트,2015,4,323.15,97.75,1,강북구 미아동 198-36,37.6271528,127.0287322
2021,11140,중구,12100,회현동1가,1,대지,208,0,남산롯데캐슬아이리스,2021-05-25,79000,40.9,22.0,2011.0,아파트,2021,5,1931.54,584.29,1,중구 회현동1가 208,37.5582581,126.9819219
2014,11260,중랑구,10600,신내동,1,대지,657,0,신내9진흥,2014-03-25,18700,49.93,1.0,1996.0,아파트,2014,3,374.52,113.29,1,중랑구 신내동 657,37.6119852,127.0947268
2013,11710,송파구,11400,마천동,1,대지,19,26,그랑밸리,2013-08-14,19000,30.06,4.0,2011.0,연립다세대,2013,8,632.07,191.2,1,송파구 마천동 19-26,37.5008942,127.1449464
2021,11740,강동구,10900,천호동,1,대지,301,12,아우르미,2021-11-05,31150,29.3,2.0,2021.0,연립다세대,2021,11,1063.14,321.6,1,강동구 천호동 301-12,37.5455893,127.1310635
2020,11500,강서구,10400,가양동,1,대지,1485,0,가양6단지,2020-07-22,75000,58.65,6.0,1992.0,아파트,2020,7,1278.77,386.83,1,강서구 가양동 1485,37.5632287,126.8592942
2020,11560,영등포구,10200,영등포동1가,1,대지,118,0,소미여의도골드라인,2020-03-31,23300,21.89,6.0,2020.0,오피스텔,2020,3,1064.41,321.98,1,영등포구 영등포동1가 118,37.5175435,126.9112771
2018,11620,관악구,10100,봉천동,1,대지,1728,0,관악파크푸르지오,2018-02-28,49900,59.98,17.0,2014.0,아파트,2018,2,831.94,251.66,1,관악구 봉천동 1728,37.4827853,126.9613733
2015,11710,송파구,10400,송파동,1,대지,243,0,래미안송파파인탑,2015-02-04,76300,87.01,8.0,2012.0,아파트,2015,2,876.91,265.27,1,송파구 송파동 243,37.5026768,127.1200063
2021,11350,노원구,10500,상계동,1,대지,749,5,상계주공4(고층),2021-07-21,55500,32.39,13.0,1988.0,아파트,2021,7,1713.49,518.33,1,노원구 상계동 749-5,37.6500651,127.0622174
2020,11590,동작구,10200,상도동,1,대지,211,478,현대하이츠106동,2020-05-19,14000,53.25,1.0,1991.0,연립다세대,2020,5,262.91,79.53,1,동작구 상도동 211-478,37.4970104,126.9473399
2011,11530,구로구,10100,신도림동,1,대지,412,3,신도림팰러티움,2011-03-31,36500,84.51,15.0,2006.0,아파트,2011,3,431.9,130.65,1,구로구 신도림동 412-3,37.503955,126.881857
2011,11320,도봉구,10700,창동,1,대지,305,0,창동주공1단지,2011-03-30,20600,49.94,5.0,1990.0,아파트,2011,3,412.49,124.78,1,도봉구 창동 305,37.6534849,127.0393781
2022,11500,강서구,10300,화곡동,1,대지,151,9,성재파크빌(151-9),2022-05-28,23400,59.24,3.0,2001.0,연립다세대,2022,5,395.0,119.49,1,강서구 화곡동 151-9,37.536479,126.85132
2017,11230,동대문구,10900,휘경동,1,대지,109,0,롯데낙천대,2017-01-13,36200,59.94,10.0,2003.0,아파트,2017,1,603.94,182.69,1,동대문구 휘경동 109,37.5919731,127.0643803
2017,11650,서초구,10100,방배동,1,대지,856,27,(856-27),2017-05-12,32000,42.24,2.0,2014.0,연립다세대,2017,5,757.58,229.17,1,서초구 방배동 856-27,37.488309,126.9897956
2022,11290,성북구,10100,성북동,1,대지,352,0,성북동외교관사택단지,2022-04-13,197000,148.71,-1.0,2010.0,연립다세대,2022,4,1324.73,400.73,1,성북구 성북동 352,37.595684,126.9912117
2016,11350,노원구,10500,상계동,1,대지,637,0,상계주공13(고층),2016-11-14,27000,58.01,11.0,1989.0,아파트,2016,11,465.44,140.79,1,노원구 상계동 637,37.6676716,127.0622596
2015,11200,성동구,11500,성수동2가,1,대지,846,0,E-아름다운세상,2015-04-20,35000,70.71,13.0,2014.0,아파트,2015,4,494.98,149.73,1,성동구 성수동2가 846,37.5477678,127.0608383
2022,11470,양천구,10200,목동,1,대지,646,25,와이앤비,2022-03-27,36400,26.79,2.0,2022.0,연립다세대,2022,3,1358.72,411.01,1,양천구 목동 646-25,37.5451294,126.8647244
2018,11230,동대문구,10200,용두동,1,대지,792,0,래미안 허브리츠,2018-01-22,75000,84.96,12.0,2011.0,아파트,2018,1,882.77,267.04,1,동대문구 용두동 792,37.575348,127.0360378
2016,11560,영등포구,12900,양평동5가,1,대지,9,1,동보,2016-09-14,42500,84.48,7.0,1998.0,아파트,2016,9,503.08,152.18,1,영등포구 양평동5가 9-1,37.5379728,126.8909452
2012,11680,강남구,10300,개포동,1,대지,140,0,주공2,2012-03-16,70000,53.61,5.0,1982.0,아파트,2012,3,1305.73,394.98,1,강남구 개포동 140,37.4797385,127.0660782
2021,11380,은평구,10600,대조동,1,대지,50,42,대가아트빌,2021-01-30,20500,49.51,4.0,2011.0,연립다세대,2021,1,414.06,125.25,1,은평구 대조동 50-42,37.6110925,126.9203225
2015,11740,강동구,10500,길동,1,대지,384,1,한빛골드빌1차,2015-11-14,33500,72.41,11.0,2001.0,아파트,2015,11,462.64,139.95,1,강동구 길동 384-1,37.5385306,127.1363743
2022,11530,구로구,10200,구로동,1,대지,446,45,키스톤1차,2022-08-24,32300,35.69,4.0,2022.0,연립다세대,2022,8,905.02,273.77,1,구로구 구로동 446-45,37.4948512,126.8849205
2022,11260,중랑구,10400,묵동,1,대지,245,64,우성,2022-04-23,32900,48.91,3.0,1975.0,아파트,2022,4,672.66,203.48,1,중랑구 묵동 245-64,37.6067883,127.0771484
2015,11290,성북구,13400,길음동,1,대지,1279,0,길음뉴타운1단지(래미안길음1차),2015-09-19,38000,59.99,9.0,2003.0,아파트,2015,9,633.44,191.62,1,성북구 길음동 1279,37.6058388,127.0202503
2019,11560,영등포구,12900,양평동5가,1,대지,87,3,(87-3),2019-10-26,34500,34.01,2.0,2019.0,오피스텔,2019,10,1014.41,306.86,1,영등포구 양평동5가 87-3,37.5389787,126.8941518
2014,11560,영등포구,12400,문래동6가,1,대지,47,1,대원,2014-12-08,38300,84.78,10.0,1998.0,아파트,2014,12,451.76,136.66,1,영등포구 문래동6가 47-1,37.5186162,126.8827767
2016,11650,서초구,10800,서초동,1,대지,1445,4,래미안서초유니빌,2016-03-31,28500,35.38,12.0,2003.0,아파트,2016,3,805.54,243.68,1,서초구 서초동 1445-4,37.4846976,127.0169674
2018,11320,도봉구,10800,도봉동,1,대지,641,0,서원,2018-03-01,23900,49.77,9.0,1996.0,아파트,2018,3,480.21,145.26,1,도봉구 도봉동 641,37.6734363,127.0480832
2014,11650,서초구,10600,잠원동,1,대지,67,2,브라운스톤잠원,2014-03-12,84500,84.94,13.0,2003.0,아파트,2014,3,994.82,300.93,1,서초구 잠원동 67-2,37.5082439,127.009026
2022,11620,관악구,10100,봉천동,1,대지,715,7,청도맨션,2022-05-21,12000,29.64,-1.0,1991.0,연립다세대,2022,5,404.86,122.47,1,관악구 봉천동 715-7,37.4932547,126.9310197
2022,11650,서초구,10100,방배동,1,대지,914,3,현도빌라트IV,2022-01-21,40700,28.9,3.0,2022.0,연립다세대,2022,1,1408.3,426.01,1,서초구 방배동 914-3,37.4819413,126.9942766
2022,11500,강서구,10500,마곡동,1,대지,784,4,미르웰플러스오피스텔,2022-03-25,13500,19.46,7.0,2015.0,오피스텔,2022,3,693.73,209.85,1,강서구 마곡동 784-4,37.565505,126.8400468
2020,11680,강남구,10800,논현동,1,대지,82,1,우진골드빌라,2020-09-26,45000,53.73,1.0,1993.0,연립다세대,2020,9,837.52,253.35,1,강남구 논현동 82-1,37.5161977,127.0318088
2017,11380,은평구,10700,응암동,1,대지,626,108,백련산파크자이,2017-08-28,53822,84.66,8.0,0.0,아파트,2017,8,635.74,192.31,1,은평구 응암동 626-108,37.5938352,126.9231281
2011,11680,강남구,10100,역삼동,1,대지,775,14,경일역삼,2011-07-28,42800,84.96,1.0,2002.0,아파트,2011,7,503.77,152.39,1,강남구 역삼동 775-14,37.4961539,127.0419688
2021,11500,강서구,10200,등촌동,1,대지,662,14,녹십초훼미리타운8동,2021-11-13,26000,62.67,4.0,2003.0,연립다세대,2021,11,414.87,125.5,1,강서구 등촌동 662-14,37.5581486,126.8490107
2014,11680,강남구,10100,역삼동,1,대지,837,13,강남역 와이즈 플레이스,2014-06-12,21927,23.87,13.0,2013.0,오피스텔,2014,6,918.6,277.88,1,강남구 역삼동 837-13,37.4917278,127.03184
2019,11320,도봉구,10600,방학동,1,대지,264,44,대명빌라,2019-08-14,17000,46.74,2.0,2008.0,연립다세대,2019,8,363.71,110.02,1,도봉구 방학동 264-44,37.6613646,127.0364303
2016,11470,양천구,10100,신정동,1,대지,1293,0,학마을1단지,2016-01-26,20000,49.99,1.0,2000.0,아파트,2016,1,400.08,121.02,1,양천구 신정동 1293,37.5080522,126.8443193
2017,11545,금천구,10300,시흥동,1,대지,821,35,나비하우스,2017-03-05,11400,29.04,-1.0,2015.0,연립다세대,2017,3,392.56,118.75,1,금천구 시흥동 821-35,37.4551093,126.9073096
2013,11260,중랑구,10600,신내동,1,대지,797,0,동성7,2013-08-05,20300,59.34,2.0,1999.0,아파트,2013,8,342.1,103.48,1,중랑구 신내동 797,37.6060541,127.0971415
2022,11320,도봉구,10500,쌍문동,1,대지,507,60,주함해븐빌,2022-05-06,28800,51.39,3.0,2015.0,연립다세대,2022,5,560.42,169.53,1,도봉구 쌍문동 507-60,37.6561556,127.0138022
2015,11710,송파구,11400,마천동,1,대지,574,0,마천대성,2015-05-02,26700,59.31,1.0,1995.0,아파트,2015,5,450.18,136.18,1,송파구 마천동 574,37.4985804,127.1532269
2021,11545,금천구,10300,시흥동,1,대지,866,1,우도그린빌,2021-10-20,17000,54.84,4.0,2002.0,연립다세대,2021,10,309.99,93.77,1,금천구 시흥동 866-1,37.4592102,126.9020047
2022,11560,영등포구,13300,대림동,1,대지,777,1,신동아,2022-03-04,71500,67.41,2.0,1987.0,아파트,2022,3,1060.67,320.85,1,영등포구 대림동 777-1,37.4970606,126.8946727
2015,11350,노원구,10500,상계동,1,대지,135,79,(135-79),2015-02-03,10500,38.7,2.0,1989.0,연립다세대,2015,2,271.32,82.07,1,노원구 상계동 135-79,37.6653433,127.0692291
2012,11710,송파구,10900,장지동,1,대지,849,0,송파파인타운3단지,2012-08-22,55500,84.94,11.0,2008.0,아파트,2012,8,653.4,197.65,1,송파구 장지동 849,37.4837507,127.1327658
2022,11230,동대문구,10500,답십리동,1,대지,1002,0,청계한신휴플러스,2022-04-24,117000,73.96,3.0,2010.0,아파트,2022,4,1581.94,478.54,1,동대문구 답십리동 1002,37.5723708,127.0459864
2016,11230,동대문구,10500,답십리동,1,대지,498,7,청계 지웰,2016-05-30,13200,19.53,10.0,2012.0,아파트,2016,5,675.88,204.45,1,동대문구 답십리동 498-7,37.5701708,127.0495168
