접수년도,자치구코드,자치구명,법정동코드,법정동명,지번구분코드,지번구분,본번,부번,층,계약일,전월세구분,임대면적,보증금(만원),임대료(만원),건물명,건축년도,건물용도,주소,위도,경도,제곱미터당전세가,평당전세가
2014,11320,도봉구,10700,창동,1,대지,825,0,19.0,20140222,전세,165.17,45000,0,북한산아이파크5차,2004.0,아파트,도봉구 창동 825,37.6579094,127.0436338,272.45,82.42
2020,11320,도봉구,10700,창동,1,대지,442,8,6.0,20200715,전세,60.53,30000,0,한원힐트리움-51(442-8),2016.0,연립다세대,도봉구 창동 442-8,37.6424629,127.0407795,495.62,149.93
2016,11215,광진구,10300,구의동,1,대지,257,127,1.0,20161121,전세,44.11,15000,0,동보빌라,1989.0,연립다세대,광진구 구의동 257-127,37.53852390000001,127.0853524,340.06,102.87
2020,11110,종로구,17500,숭인동,1,대지,201,11,6.0,20190926,월세,12.09,3000,35,종로유케이201,2013.0,아파트,종로구 숭인동 201-11,37.5738382,127.0213071,248.14,75.06
2016,11350,노원구,10400,하계동,1,대지,280,0,3.0,20161114,전세,57.97,23000,0,미성,1989.0,아파트,노원구 하계동 280,37.6346823,127.0695415,396.76,120.02
2016,11590,동작구,10700,사당동,1,대지,1158,0,10.0,20160626,월세,59.86,15000,77,반석블레스,2016.0,아파트,동작구 사당동 1158,37.4893493,126.965295,250.58,75.8
2022,11590,동작구,10900,신대방동,1,대지,719,0,19.0,20220518,전세,86.39,50000,0,동작상떼빌,2006.0,오피스텔,동작구 신대방동 719,37.4875212,126.9068467,578.77,175.08
2011,11290,성북구,13300,정릉동,1,대지,559,64,1.0,20110106,전세,53.62,6700,0,스카이화이트빌라,2002.0,연립다세대,성북구 정릉동 559-64,37.5990791,127.0089207,124.95,37.8
2019,11350,노원구,10600,중계동,1,대지,512,0,13.0,20190330,전세,49.54,20500,0,중계무지개,1991.0,아파트,노원구 중계동 512,37.6427206,127.0665677,413.81,125.18
2020,11590,동작구,10900,신대방동,1,대지,470,8,19.0,20180406,전세,84.99,52000,0,한성,1995.0,아파트,동작구 신대방동 470-8,37.4955675,126.9152405,611.84,185.08
2019,11560,영등포구,10900,영등포동8가,1,대지,42,1,7.0,20191128,월세,19.86,1000,58,한양아이클래스 오피스텔,2014.0,오피스텔,영등포구 영등포동8가 42-1,37.5274657,126.9040017,50.35,15.23
2012,11350,노원구,10600,중계동,1,대지,502,1,7.0,20120630,월세,39.78,1500,55,중계그린1단지,1990.0,아파트,노원구 중계동 502-1,37.6443709,127.0632819,37.71,11.41
2020,11290,성북구,13800,장위동,1,대지,322,0,5.0,20200511,월세,51.57,3169,20,래미안포레카운티,2019.0,아파트,성북구 장위동 322,37.6180554,127.0533393,61.45,18.59
2011,11230,동대문구,10400,전농동,1,대지,103,22,1.0,20110408,전세,72.04,18000,0,세화,2002.0,아파트,동대문구 전농동 103-22,37.58636449999999,127.0533975,249.86,75.58
2022,11710,송파구,10100,잠실동,1,대지,315,1,4.0,20221202,전세,29.05,27000,0,(315-1),2016.0,연립다세대,송파구 잠실동 315-1,37.5048483,127.083979,929.43,281.15
2011,11350,노원구,10500,상계동,1,대지,749,5,1.0,20110207,월세,58.01,100,70,상계주공4(고층),1988.0,아파트,노원구 상계동 749-5,37.6500651,127.0622174,1.72,0.52
2016,11560,영등포구,11400,당산동4가,1,대지,95,0,4.0,20160903,전세,116.98,53000,0,당산금호어울림,2002.0,아파트,영등포구 당산동4가 95,37.5284475,126.9012424,453.07,137.05
2019,11260,중랑구,10100,면목동,1,대지,538,0,3.0,20191129,월세,17.01,1000,40,중랑 지웰 에스테이트,2013.0,오피스텔,중랑구 면목동 538,37.58722390000001,127.0866405,58.79,17.78
2011,11350,노원구,10500,상계동,1,대지,1308,0,6.0,20110207,전세,84.54,17000,0,비콘드림힐2,2005.0,아파트,노원구 상계동 1308,37.6768019,127.0579529,201.09,60.83
2015,11545,금천구,10200,독산동,1,대지,333,2,5.0,20141223,월세,44.19,4000,45,(333-2),2004.0,오피스텔,금천구 독산동 333-2,37.4700465,126.8909092,90.52,27.38
2020,11710,송파구,10800,문정동,1,대지,43,13,4.0,20200804,전세,18.77,19000,0,동우팰리스,2013.0,연립다세대,송파구 문정동 43-13,37.4890676,127.123095,1012.25,306.21
2015,11740,강동구,10900,천호동,1,대지,425,3,7.0,20150818,전세,25.4,14000,0,천호역 한강 푸르지오시티,2015.0,오피스텔,강동구 천호동 425-3,37.5403473,127.1257955,551.18,166.73
2022,11290,성북구,13300,정릉동,1,대지,1025,0,14.0,20220226,월세,84.92,39000,15,정릉힐스테이트,2004.0,아파트,성북구 정릉동 1025,37.6028353,127.0155254,459.26,138.92
2021,11215,광진구,10500,자양동,1,대지,861,0,12.0,20211217,전세,18.74,25000,0,자양 호반써밋,2021.0,오피스텔,광진구 자양동 861,37.531692,127.074516,1334.04,403.55
2015,11530,구로구,10800,오류동,1,대지,68,21,3.0,20150210,전세,41.76,9800,0,미래빌라,1989.0,연립다세대,구로구 오류동 68-21,37.4931473,126.8416982,234.67,70.99
2017,11560,영등포구,11500,당산동5가,1,대지,42,0,1.0,20170823,월세,161.08,63000,42,당산삼성래미안4차,2003.0,아파트,영등포구 당산동5가 42,37.531956,126.903065,391.11,118.31
2020,11380,은평구,10800,역촌동,1,대지,77,45,5.0,20201007,전세,37.3,18500,0,대청쉐르빌(77-45),2010.0,연립다세대,은평구 역촌동 77-45,37.6021643,126.9092976,495.98,150.03
2011,11440,마포구,12600,중동,1,대지,398,0,4.0,20110211,전세,84.94,28000,0,울트라월드컵(참누리),2006.0,아파트,마포구 중동 398,37.5717046,126.9057416,329.64,99.72
2022,11350,노원구,10500,상계동,1,대지,666,0,5.0,20220823,전세,54.54,19950,0,상계주공10(저층),1988.0,아파트,노원구 상계동 666,37.6630142,127.0557097,365.79,110.65
2021,11350,노원구,10300,공릉동,1,대지,350,16,4.0,20210705,월세,25.65,2000,55,신동타운,2011.0,연립다세대,노원구 공릉동 350-16,37.6247095,127.0778703,77.97,23.59
2019,11500,강서구,10300,화곡동,1,대지,341,54,2.0,20190724,전세,27.48,17000,0,팰라이스타운,2016.0,연립다세대,강서구 화곡동 341-54,37.531908,126.8476309,618.63,187.14
2022,11410,서대문구,11100,홍제동,1,대지,460,1,14.0,20220620,월세,32.67,2517,6,인왕산현대(460-1),2000.0,아파트,서대문구 홍제동 460-1,37.5838155,126.951608,77.04,23.31
2021,11230,동대문구,10200,용두동,1,대지,236,4,9.0,20210223,월세,27.63,1000,55,신설동역대우아이빌(236-4),2004.0,오피스텔,동대문구 용두동 236-4,37.5769676,127.0290141,36.19,10.95
2022,11350,노원구,10500,상계동,1,대지,626,0,4.0,20220402,전세,41.3,13125,0,상계주공14(고층),1989.0,아파트,노원구 상계동 626,37.6692326,127.0581822,317.8,96.13
2022,11710,송파구,10600,삼전동,1,대지,99,0,2.0,20220111,전세,34.54,21000,0,(99-0),2003.0,연립다세대,송파구 삼전동 99,37.5044733,127.0917862,607.99,183.92
2020,11680,강남구,10600,대치동,1,대지,511,0,1.0,20200608,전세,84.96,70000,0,한보미도맨션2,1985.0,아파트,강남구 대치동 511,37.4933928,127.0673501,823.92,249.23
2021,11500,강서구,10500,마곡동,1,대지,760,2,9.0,20210204,전세,23.39,13636,0,마곡나루역캐슬파크,2016.0,오피스텔,강서구 마곡동 760-2,37.567879,126.8274685,582.98,176.35
2022,11740,강동구,10700,암사동,1,대지,414,2,2.0,20220824,월세,84.98,10000,200,롯데캐슬퍼스트,2008.0,아파트,강동구 암사동 414-2,37.5564401,127.1420345,117.67,35.6
2020,11500,강서구,10300,화곡동,1,대지,24,79,3.0,20201010,전세,33.44,7875,0,줄리엣오피스텔,1999.0,오피스텔,강서구 화곡동 24-79,37.5466309,126.8465781,235.5,71.24
2015,11170,용산구,12900,이촌동,1,대지,404,0,11.0,20151230,전세,59.88,49000,0,한가람,1998.0,아파트,용산구 이촌동 404,37.5215846,126.9702868,818.3,247.54
2014,11545,금천구,10300,시흥동,1,대지,655,5,1.0,20140324,월세,60.48,4000,40,영일빌라,1985.0,연립다세대,금천구 시흥동 655-5,37.4395752,126.9068811,66.14,20.01
2012,11620,관악구,10200,신림동,1,대지,1693,0,4.0,20120131,전세,84.15,17500,0,국제산장,1993.0,아파트,관악구 신림동 1693,37.4608248,126.9278351,207.96,62.91
2021,11740,강동구,10100,명일동,1,대지,15,0,8.0,20210902,전세,84.76,42000,0,삼익그린2차,1983.0,아파트,강동구 명일동 15,37.5532944,127.1484591,495.52,149.89
2022,11680,강남구,10700,신사동,1,대지,554,33,1.0,20220128,전세,54.36,35000,0,(554-33),1986.0,연립다세대,강남구 신사동 554-33,37.5210751,127.0242778,643.86,194.77
2012,11440,마포구,12700,상암동,1,대지,1660,0,8.0,20120118,전세,84.74,33000,0,상암월드컵파크7단지,2005.0,아파트,마포구 상암동 1660,37.5817586,126.8814802,389.43,117.8
2019,11650,서초구,10700,반포동,1,대지,30,26,25.0,20181211,월세,106.15,10000,380,반포리체,2010.0,아파트,서초구 반포동 30-26,37.5037666,127.0133229,94.21,28.5
2017,11350,노원구,10500,상계동,1,대지,1293,0,20.0,20171018,전세,84.9,23500,0,불암현대,1999.0,아파트,노원구 상계동 1293,37.667829,127.0816184,276.8,83.73
2017,11500,강서구,10100,염창동,1,대지,287,1,1.0,20171023,전세,65.88,28000,0,우성2,1992.0,아파트,강서구 염창동 287-1,37.5556771,126.8695083,425.02,128.57
2020,11710,송파구,10100,잠실동,1,대지,27,0,4.0,20191224,전세,82.51,42000,0,주공아파트 5단지,1978.0,아파트,송파구 잠실동 27,37.5152448,127.0948683,509.03,153.98
2020,11440,마포구,11200,현석동,1,대지,225,0,5.0,20200211,전세,84.98,18000,0,래미안웰스트림,2016.0,아파트,마포구 현석동 225,37.543211,126.9355511,211.81,64.07
2017,11500,강서구,10300,화곡동,1,대지,361,1,4.0,20170226,월세,110.26,22000,50,대림e편한세상,1992.0,아파트,강서구 화곡동 361-1,37.533645,126.8373569,199.53,60.36
2021,11290,성북구,11900,동선동4가,1,대지,295,4,10.0,20210726,월세,21.69,500,66,벨라미아 오피스텔,2011.0,오피스텔,성북구 동선동4가 295-4,37.5957195,127.0199849,23.05,6.97
2014,11710,송파구,11400,마천동,1,대지,183,88,2.0,20140930,전세,38.43,15000,0,정우빌라(183-88),2005.0,연립다세대,송파구 마천동 183-88,37.4960542,127.1517378,390.32,118.07
2016,11380,은평구,10400,갈현동,1,대지,448,35,3.0,20160402,전세,55.55,19000,0,이한노블레스Ⅱ,2011.0,연립다세대,은평구 갈현동 448-35,37.62008400000001,126.9137332,342.03,103.47
2016,11650,서초구,10100,방배동,1,대지,782,18,5.0,20160624,전세,21.09,15000,0,방배캐슬,2015.0,연립다세대,서초구 방배동 782-18,37.4934714,126.9833207,711.24,215.15
2011,11740,강동구,10800,성내동,1,대지,420,2,7.0,20110428,전세,60.48,18000,0,한솔애리즈3차,2003.0,아파트,강동구 성내동 420-2,37.5293798,127.1317288,297.62,90.03
2020,11740,강동구,10800,성내동,1,대지,199,18,7.0,20190426,월세,15.94,5000,35,아이퍼스트빌,2012.0,아파트,강동구 성내동 199-18,37.5342672,127.1345281,313.68,94.89
2017,11560,영등포구,10300,영등포동2가,1,대지,28,118,4.0,20170218,전세,56.51,22000,0,그린나래,2014.0,오피스텔,영등포구 영등포동2가 28-118,37.5204715,126.9114425,389.31,117.77
2011,11530,구로구,10600,고척동,1,대지,334,0,24.0,20111010,전세,84.88,22500,0,벽산,2003.0,아파트,구로구 고척동 334,37.49570000000001,126.8643952,265.08,80.19
2015,11440,마포구,12200,합정동,1,대지,433,33,3.0,20150228,월세,29.79,1000,80,진흥빌(433-33),2010.0,연립다세대,마포구 합정동 433-33,37.5524578,126.9074639,33.57,10.15
2011,11650,서초구,10700,반포동,1,대지,32,8,13.0,20110719,전세,109.72,27000,0,삼호가든맨션(3차),1982.0,아파트,서초구 반포동 32-8,37.5022658,127.0117911,246.08,74.44
2011,11350,노원구,10600,중계동,1,대지,515,2,7.0,20110225,전세,75.02,3500,0,건영2,1991.0,아파트,노원구 중계동 515-2,37.64700089999999,127.0661,46.65,14.11
2012,11470,양천구,10300,신월동,1,대지,1036,0,7.0,20120816,전세,84.96,21000,0,수명산롯데캐슬,2008.0,아파트,양천구 신월동 1036,37.5445562,126.8284966,247.18,74.77
2017,11380,은평구,10900,신사동,1,대지,12,28,3.0,20170213,월세,77.76,4000,70,부자마을(12-28),2002.0,연립다세대,은평구 신사동 12-28,37.6012685,126.9076983,51.44,15.56
2013,11290,성북구,13800,장위동,1,대지,299,59,2.0,20130119,전세,49.36,12000,0,성원그린빌(299-59),2002.0,연립다세대,성북구 장위동 299-59,37.6209283,127.0487012,243.11,73.54
2020,11350,노원구,10600,중계동,1,대지,445,0,5.0,20201114,월세,59.34,3000,90,염광,1996.0,아파트,노원구 중계동 445,37.6561809,127.0729456,50.56,15.29
2017,11710,송파구,10900,장지동,1,대지,901,0,12.0,20170202,전세,51.82,36000,0,위례24단지(꿈에그린),2013.0,아파트,송파구 장지동 901,37.4759174,127.1393662,694.71,210.15
2014,11215,광진구,10300,구의동,1,대지,598,2,5.0,20140221,전세,27.69,10800,0,평강오피스텔,2003.0,오피스텔,광진구 구의동 598-2,37.5333516,127.0913265,390.03,117.98
2012,11560,영등포구,11200,당산동2가,1,대지,11,2,8.0,20120227,전세,34.69,9500,0,씨티타워,2003.0,오피스텔,영등포구 당산동2가 11-2,37.521066,126.8941635,273.85,82.84
2014,11320,도봉구,10700,창동,1,대지,609,32,2.0,20131216,월세,39.5,6500,10,은행빌라6차,1993.0,연립다세대,도봉구 창동 609-32,37.6437071,127.0393698,164.56,49.78
2022,11530,구로구,10600,고척동,1,대지,334,0,1.0,20221022,전세,84.88,49000,0,벽산,2003.0,아파트,구로구 고척동 334,37.49570000000001,126.8643952,577.29,174.63
2012,11560,영등포구,13300,대림동,1,대지,607,1,18.0,20120616,전세,59.94,20000,0,코오롱,1998.0,아파트,영등포구 대림동 607-1,37.5069641,126.894914,333.67,100.93
2020,11200,성동구,11500,성수동2가,1,대지,745,0,5.0,20200715,전세,59.94,33000,0,강변청구3,1995.0,아파트,성동구 성수동2가 745,37.5354051,127.0539764,550.55,166.54
2018,11530,구로구,10800,오류동,1,대지,336,0,9.0,20180330,월세,114.98,11000,60,동부(101동~103동),1998.0,아파트,구로구 오류동 336,37.4970017,126.8478817,95.67,28.94
2015,11290,성북구,13600,하월곡동,1,대지,222,0,18.0,20150225,전세,84.84,29000,0,월곡두산위브,2003.0,아파트,성북구 하월곡동 222,37.6070327,127.0383656,341.82,103.4
2019,11410,서대문구,11900,북가좌동,1,대지,431,0,13.0,20190119,전세,65.34,26000,0,DMC한양,1987.0,아파트,서대문구 북가좌동 431,37.57589340000001,126.9090972,397.92,120.37
2021,11650,서초구,10300,우면동,1,대지,784,0,9.0,20210422,월세,36.7,4102,16,엘에이치서초3단지,2013.0,아파트,서초구 우면동 784,37.4586428,127.0221123,111.77,33.81
2019,11260,중랑구,10500,망우동,1,대지,477,5,4.0,20190903,전세,29.98,17500,0,롯데홈타운,2016.0,연립다세대,중랑구 망우동 477-5,37.5932913,127.0940926,583.72,176.58
2019,11500,강서구,10600,내발산동,1,대지,731,0,2.0,20190129,전세,84.87,36000,0,신세계3차101동,2003.0,아파트,강서구 내발산동 731,37.5410617,126.8140297,424.18,128.31
2015,11440,마포구,12300,망원동,1,대지,464,51,2.0,20150507,전세,36.93,9000,0,7호(464-51),1990.0,연립다세대,마포구 망원동 464-51,37.5602487,126.8979428,243.7,73.72
2015,11290,성북구,13800,장위동,1,대지,230,130,1.0,20150817,전세,41.89,9500,0,동해빌라트B동,1997.0,연립다세대,성북구 장위동 230-130,37.6150416,127.0409284,226.78,68.6
2022,11650,서초구,10100,방배동,1,대지,770,1,5.0,20221003,월세,81.39,29400,42,삼호1동~3동,1975.0,아파트,서초구 방배동 770-1,37.4952076,126.9871266,361.22,109.27
2020,11620,관악구,10200,신림동,1,대지,1413,33,4.0,20190531,월세,27.22,1000,36,가온누리,2015.0,연립다세대,관악구 신림동 1413-33,37.4858012,126.9330053,36.74,11.11
2011,11650,서초구,10700,반포동,1,대지,60,4,7.0,20110607,월세,84.96,15000,105,반포미도,1987.0,아파트,서초구 반포동 60-4,37.5013538,127.0087793,176.55,53.41
2022,11710,송파구,10900,장지동,1,대지,895,0,4.0,20221116,전세,96.28,73000,0,송파와이즈더샵,2016.0,아파트,송파구 장지동 895,37.4763729,127.1433418,758.21,229.36
2017,11500,강서구,10200,등촌동,1,대지,711,0,14.0,20170215,월세,84.97,8000,90,월드메르디앙,2002.0,아파트,강서구 등촌동 711,37.5646049,126.8472243,94.15,28.48
2014,11470,양천구,10200,목동,1,대지,498,2,5.0,20141011,월세,41.31,4000,50,태형아트빌,2012.0,연립다세대,양천구 목동 498-2,37.5453486,126.8704638,96.83,29.29
2019,11710,송파구,10700,가락동,1,대지,913,0,16.0,20191023,월세,39.1,8929,31,헬리오시티,2018.0,아파트,송파구 가락동 913,37.497519,127.1072265,228.36,69.08
2021,11440,마포구,12500,성산동,1,대지,446,0,2.0,20210415,월세,50.03,15000,15,성산시영(대우),1986.0,아파트,마포구 성산동 446,37.572115,126.9018923,299.82,90.7
2011,11350,노원구,10500,상계동,1,대지,749,5,15.0,20110212,전세,49.94,13000,0,상계주공4(고층),1988.0,아파트,노원구 상계동 749-5,37.6500651,127.0622174,260.31,78.74
2021,11710,송파구,10500,석촌동,1,대지,259,5,5.0,20210224,월세,76.71,8000,15,(259-5),2002.0,연립다세대,송파구 석촌동 259-5,37.5012511,127.104165,104.29,31.55
2017,11200,성동구,10900,금호동1가,1,대지,13,0,3.0,20170411,월세,59.34,3500,50,대현빌라,1997.0,연립다세대,성동구 금호동1가 13,37.5575147,127.020173,58.98,17.84
2012,11440,마포구,11400,창전동,1,대지,437,0,8.0,20111213,전세,59.94,23000,0,창전래미안,1998.0,아파트,마포구 창전동 437,37.5511712,126.9309007,383.72,116.07
2019,11590,동작구,10700,사당동,1,대지,180,90,2.0,20190816,전세,39.78,15000,0,재덕A동,1990.0,연립다세대,동작구 사당동 180-90,37.4919097,126.9690207,377.07,114.06
2022,11140,중구,12100,회현동1가,1,대지,106,2,4.0,20220613,월세,15.17,1500,60,드림남촌,2021.0,연립다세대,중구 회현동1가 106-2,37.556696,126.9808699,98.88,29.91
2018,11320,도봉구,10600,방학동,1,대지,507,0,2.0,20180907,전세,84.69,27000,0,우성아파트1,1992.0,아파트,도봉구 방학동 507,37.6579548,127.0238617,318.81,96.44
2014,11470,양천구,10100,신정동,1,대지,329,0,10.0,20141022,월세,55.02,9000,67,목동신시가지14,1987.0,아파트,양천구 신정동 329,37.5161905,126.8703376,163.58,49.48
2014,11650,서초구,10100,방배동,1,대지,816,1,6.0,20140620,전세,39.31,21000,0,한신트리플,2004.0,아파트,서초구 방배동 816-1,37.4912681,126.9893045,534.22,161.6
